region name;region url
Мурманская;https://murmansk.n1.ru/snyat/dolgosrochno/komnaty/region-Murmanskaya-oblast/?limit=100
Ненецкий;https://naryan-mar.n1.ru/snyat/dolgosrochno/komnaty/region-Neneckiy-AO/?limit=100
Новгородская;https://velikiy-novgorod.n1.ru/snyat/dolgosrochno/komnaty/region-Novgorodskaya-oblast/?limit=100
Псковская;https://pskov.n1.ru/snyat/dolgosrochno/komnaty/region-Pskovskaya-oblast/?limit=100
Алтайский;https://barnaul.n1.ru/snyat/dolgosrochno/komnaty/region-Altayskiy-kray/?limit=100
Бурятия;https://ulan-ude.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Buryatiya/?limit=100
Забайкальский;https://chita.n1.ru/snyat/dolgosrochno/komnaty/region-Zabaykalskiy-kray/?limit=100
Иркутская;https://irkutsk.n1.ru/snyat/dolgosrochno/komnaty/region-Irkutskaya-oblast/?limit=100
Кемеровская;https://kemerovo.n1.ru/snyat/dolgosrochno/komnaty/region-Kemerovskaya-oblast/?limit=100
Красноярский;https://krasnoyarsk.n1.ru/snyat/dolgosrochno/komnaty/region-Krasnoyarskiy-kray/?limit=100
Новосибирская;https://novosibirsk.n1.ru/snyat/dolgosrochno/komnaty/region-Novosibirskaya-oblast/?limit=100
Омская;https://omsk.n1.ru/snyat/dolgosrochno/komnaty/region-Omskaya-oblast/?limit=100
Республика Алтай;https://gorno-altaysk.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Altay/?limit=100
Томская;https://tomsk.n1.ru/snyat/dolgosrochno/komnaty/region-Tomskaya-oblast/?limit=100
Тыва;https://kyzyl.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Tyva/?limit=100
Хакасия;https://abakan.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Hakasiya/?limit=100
Башкортостан;https://ufa.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Bashkortostan/?limit=100
Кировская;https://kirov.n1.ru/snyat/dolgosrochno/komnaty/region-Kirovskaya-oblast/?limit=100
Марий;https://yoshkar-ola.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Mariy-El/?limit=100
Мордовия;https://saransk.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Mordoviya/?limit=100
Нижегородская;https://nizhniy-novgorod.n1.ru/snyat/dolgosrochno/komnaty/region-Nizhegorodskaya-oblast/?limit=100
Оренбургская;https://orenburg.n1.ru/snyat/dolgosrochno/komnaty/region-Orenburgskaya-oblast/?limit=100
Пензенская;https://penza.n1.ru/snyat/dolgosrochno/komnaty/region-Penzenskaya-oblast/?limit=100
Пермский;https://perm.n1.ru/snyat/dolgosrochno/komnaty/region-Permskiy-kray/?limit=100
Самарская;https://samara.n1.ru/snyat/dolgosrochno/komnaty/region-Samarskaya-oblast/?limit=100
Саратовская;https://saratov.n1.ru/snyat/dolgosrochno/komnaty/region-Saratovskaya-oblast/?limit=100
Татарстан;https://kazan.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Tatarstan/?limit=100
Удмуртия;https://izhevsk.n1.ru/snyat/dolgosrochno/komnaty/region-Udmurtskaya-respublika/?limit=100
Ульяновская;https://ulyanovsk.n1.ru/snyat/dolgosrochno/komnaty/region-Ulyanovskaya-oblast/?limit=100
Чувашия;https://cheboksary.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Chuvashiya/?limit=100
Курганская;https://kurgan.n1.ru/snyat/dolgosrochno/komnaty/region-Kurganskaya-oblast/?limit=100
Свердловская;https://ekaterinburg.n1.ru/snyat/dolgosrochno/komnaty/region-Sverdlovskaya-oblast/?limit=100
Тюменская;https://tumen.n1.ru/snyat/dolgosrochno/komnaty/region-Tumenskaya-oblast/?limit=100
Ханты-Мансийский;https://hanty-mansiysk.n1.ru/snyat/dolgosrochno/komnaty/region-Hanty-Mansiyskiy-Avtonomnyi-okrug/?limit=100
Челябинская;https://chelyabinsk.n1.ru/snyat/dolgosrochno/komnaty/region-Chelyabinskaya-oblast/?limit=100
Ямало-Ненецкий;https://salehard.n1.ru/snyat/dolgosrochno/komnaty/region-Yamalo-Neneckiy-AO/?limit=100
Адыгея;https://maykop.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Adygeya/?limit=100
Астраханская;https://astrahan.n1.ru/snyat/dolgosrochno/komnaty/region-Astrahanskaya-oblast/?limit=100
Волгоградская;https://volgograd.n1.ru/snyat/dolgosrochno/komnaty/region-Volgogradskaya-oblast/?limit=100
Калмыкия;https://elista.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Kalmykiya/?limit=100
Краснодарский;https://krasnodar.n1.ru/snyat/dolgosrochno/komnaty/region-Krasnodarskiy-kray/?limit=100
Ростовская;https://rostov.n1.ru/snyat/dolgosrochno/komnaty/region-Rostovskaya-oblast/?limit=100
Амурская;https://blagoveschensk.n1.ru/snyat/dolgosrochno/komnaty/region-Amurskaya-oblast/?limit=100
Камчатский;https://petropavlovsk-kamchatskiy.n1.ru/snyat/dolgosrochno/komnaty/region-Kamchatskiy-kray/?limit=100
Магаданская;https://magadan.n1.ru/snyat/dolgosrochno/komnaty/region-Magadanskaya-oblast/?limit=100
Приморский;https://vladivostok.n1.ru/snyat/dolgosrochno/komnaty/region-Primorskiy-kray/?limit=100
Сахалинская;https://uzhno-sahalinsk.n1.ru/snyat/dolgosrochno/komnaty/region-Sahalinskaya-oblast/?limit=100
Хабаровский;https://habarovsk.n1.ru/snyat/dolgosrochno/komnaty/region-Habarovskiy-kray/?limit=100
Дагестан;https://mahachkala.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Dagestan/?limit=100
Кабардино-Балкария;https://nalchik.n1.ru/snyat/dolgosrochno/komnaty/region-Kabardino-Balkarskaya-respublika/?limit=100
Карачаево-Черкесия;https://cherkessk.n1.ru/snyat/dolgosrochno/komnaty/region-Karachaevo-Cherkesskaya-respublika/?limit=100
Северная Осетия;https://vladikavkaz.n1.ru/snyat/dolgosrochno/komnaty/region-Respublika-Severnaya-Osetiya---Alaniya/?limit=100
Ставропольский;https://stavropol.n1.ru/snyat/dolgosrochno/komnaty/region-Stavropolskiy-kray/?limit=100
